"","master_sort","old_sort","coral_id","site","code","type","search_term","lowest_level","cafi_size_mm","measurement","alt_size_mm","alt_measurement","extraction_method","photo_num","id_certainty","general_notes","identification_notes","revised_yn","revision_date","identified_by","revised_by","previous_name","worms_id","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","infraorder","superfamily","family","subfamily","genus","species"
"3982",3679,3667,"HAU-POC24","","TRBI","crab","Trapezia bidentata","species","5","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"3983",3671,3659,"HAU-POC25","","TRBI","crab","Trapezia bidentata","species","7.1","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"3984",3718,3706,"HAU-POC25","","TRBI","crab","Trapezia bidentata","species","16.3","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"3985",3720,3708,"HAU-POC25","","TRBI","crab","Trapezia bidentata","species","6.5","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"3986",2792,2782,"HAU-POC26","","TRBI","crab","Trapezia bidentata","species","4","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"3987",3738,3726,"HAU-POC29","","TRBI","crab","Trapezia bidentata","species",NA,"carapace_width",NA,"","clove","","certain","fell down a tupa hole unmeasured","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"3988",3750,3738,"HAU-POC29","","TRBI","crab","Trapezia bidentata","species","13.3","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"3989",3751,3739,"HAU-POC29","","TRBI","crab","Trapezia bidentata","species","8.4","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"3990",3752,3740,"HAU-POC29","","TRBI","crab","Trapezia bidentata","species","6.8","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"3991",3753,3741,"HAU-POC29","","TRBI","crab","Trapezia bidentata","species","6.2","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"3992",3814,3802,"HAU-POC29","","TRBI","crab","Trapezia bidentata","species","3.6","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"3993",3899,3887,"HAU-POC32","","TRBI","crab","Trapezia bidentata","species","13.1","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"3994",3900,3888,"HAU-POC32","","TRBI","crab","Trapezia bidentata","species","12","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"3995",3901,3889,"HAU-POC32","","TRBI","crab","Trapezia bidentata","species","6.8","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"3996",3771,3759,"HAU-POC33","","TRBI","crab","Trapezia bidentata","species","11.4","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"3997",3772,3760,"HAU-POC33","","TRBI","crab","Trapezia bidentata","species","13","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"3998",3773,3761,"HAU-POC33","","TRBI","crab","Trapezia bidentata","species","7.3","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"3999",3619,3607,"HAU-POC34","","TRBI","crab","Trapezia bidentata","species","9.3","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4000",3620,3608,"HAU-POC34","","TRBI","crab","Trapezia bidentata","species","10","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4001",3621,3609,"HAU-POC34","","TRBI","crab","Trapezia bidentata","species","8.6","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4002",1585,1575,"MAT-POC02","MAT01","TRBI","crab","Trapezia bidentata","species","10.5","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4003",1586,1576,"MAT-POC02","MAT01","TRBI","crab","Trapezia bidentata","species","9","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4004",1497,1487,"MAT-POC04","MAT01","TRBI","crab","Trapezia bidentata","species","5.3","carapace_width","","","smash","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4005",1620,1610,"MAT-POC04","MAT01","TRBI","crab","Trapezia bidentata","species","10","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4006",1621,1611,"MAT-POC04","MAT01","TRBI","crab","Trapezia bidentata","species","8.6","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4007",3260,3248,"MAT-POC09","","TRBI","crab","Trapezia bidentata","species","8.7","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4008",3261,3249,"MAT-POC09","","TRBI","crab","Trapezia bidentata","species","4.9","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4009",3843,3831,"MAT-POC16","","TRBI","crab","Trapezia bidentata","species","11.6","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4010",1881,1871,"MAT-POC19","MAT05","TRBI","crab","Trapezia bidentata","species","7.7","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4011",3423,3411,"MAT-POC26","","TRBI","crab","Trapezia bidentata","species","8.6","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4012",3424,3412,"MAT-POC26","","TRBI","crab","Trapezia bidentata","species","9.2","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4013",3425,3413,"MAT-POC26","","TRBI","crab","Trapezia bidentata","species","8.8","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4014",3236,3224,"MAT-POC28","","TRBI","crab","Trapezia bidentata","species","8.2","carapace_width","","","clove","","certain","gravid","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4015",3237,3225,"MAT-POC28","","TRBI","crab","Trapezia bidentata","species","9","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4016",3273,3261,"MAT-POC30","","TRBI","crab","Trapezia bidentata","species","3.5","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4017",3357,3345,"MAT-POC36","","TRBI","crab","Trapezia bidentata","species","8.3","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4018",3564,3552,"MAT-POC38","","TRBI","crab","Trapezia bidentata","species","10.6","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4019",3565,3553,"MAT-POC38","","TRBI","crab","Trapezia bidentata","species","9","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4020",29,29,"MRB-POC02","MRB01","TRBI","crab","Trapezia bidentata","species","","carapace_width","","","clove","","certain","merged from AP community matrix data on 7/6","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4021",30,30,"MRB-POC02","MRB01","TRBI","crab","Trapezia bidentata","species","","carapace_width","","","clove","","certain","merged from AP community matrix data on 7/6","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4022",31,31,"MRB-POC02","MRB01","TRBI","crab","Trapezia bidentata","species","","carapace_width","","","clove","","certain","merged from AP community matrix data on 7/6","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4023",32,32,"MRB-POC02","MRB01","TRBI","crab","Trapezia bidentata","species","","carapace_width","","","clove","","certain","merged from AP community matrix data on 7/6","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4024",89,86,"MRB-POC04","MRB02","TRBI","crab","Trapezia bidentata","species","","carapace_width","","","clove","","certain","merged from AP community matrix data on 7/6","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4025",122,118,"MRB-POC05","MRB03","TRBI","crab","Trapezia bidentata","species","","carapace_width","","","clove","","certain","merged from AP community matrix data on 7/6","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4026",123,119,"MRB-POC05","MRB03","TRBI","crab","Trapezia bidentata","species","","carapace_width","","","clove","","certain","merged from AP community matrix data on 7/6","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4027",124,120,"MRB-POC05","MRB03","TRBI","crab","Trapezia bidentata","species","","carapace_width","","","clove","","certain","merged from AP community matrix data on 7/6","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4028",130,126,"MRB-POC05","MRB03","TRBI","crab","Trapezia bidentata","species","","carapace_width","","","clove","UC 16","certain","merged from AP community matrix data on 7/6","","y","14-Nov","AP","AP","unknown_crab","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4029",217,210,"MRB-POC07","MRB04","TRBI","crab","Trapezia bidentata","species","","carapace_width","","","clove","","certain","merged from AP community matrix data on 7/6","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4030",218,211,"MRB-POC07","MRB04","TRBI","crab","Trapezia bidentata","species","","carapace_width","","","clove","","certain","merged from AP community matrix data on 7/6","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4031",240,233,"MRB-POC08","MRB04","TRBI","crab","Trapezia bidentata","species","","carapace_width","","","clove","","certain","merged from AP community matrix data on 7/6","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4032",272,265,"MRB-POC09","MRB05","TRBI","crab","Trapezia bidentata","species","5.5","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4033",315,309,"MRB-POC10","MRB05","TRBI","crab","Trapezia bidentata","species","9.3","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4034",316,310,"MRB-POC10","MRB05","TRBI","crab","Trapezia bidentata","species","9.2","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4035",317,311,"MRB-POC10","MRB05","TRBI","crab","Trapezia bidentata","species","8.7","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4036",318,312,"MRB-POC10","MRB05","TRBI","crab","Trapezia bidentata","species","6.9","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4037",319,313,"MRB-POC10","MRB05","TRBI","crab","Trapezia bidentata","species","4.5","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4038",320,314,"MRB-POC10","MRB05","TRBI","crab","Trapezia bidentata","species","5.9","carapace_width","","","smash","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4039",321,315,"MRB-POC10","MRB05","TRBI","crab","Trapezia bidentata","species","5.4","carapace_width","","","smash","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4040",328,322,"MRB-POC10","MRB05","TRBI","crab","Trapezia bidentata","species","","carapace_width","","","clove","UC 49","certain","merged manually from AP community matrix 7/6","","y","14-Nov","AP","AP","unknown_crab","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4041",357,350,"MRB-POC11","MRB05","TRBI","crab","Trapezia bidentata","species","7.7","carapace_width","","","clove","","certain","Given to Kaitlyn for excretions, get weights","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4042",406,395,"MRB-POC12","MRB06","TRBI","crab","Trapezia bidentata","species","5.3","carapace_width","","","smash","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4043",407,396,"MRB-POC12","MRB06","TRBI","crab","Trapezia bidentata","species","7.6","carapace_width","","","smash","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4044",441,430,"MRB-POC13","MRB06","TRBI","crab","Trapezia bidentata","species","6.3","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4045",442,431,"MRB-POC13","MRB06","TRBI","crab","Trapezia bidentata","species","8.8","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4046",443,432,"MRB-POC13","MRB06","TRBI","crab","Trapezia bidentata","species","6.6","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4047",444,433,"MRB-POC13","MRB06","TRBI","crab","Trapezia bidentata","species","7.6","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4048",445,434,"MRB-POC13","MRB06","TRBI","crab","Trapezia bidentata","species","4.3","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4049",513,502,"MRB-POC14","MRB07","TRBI","crab","Trapezia bidentata","species","5.7","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4050",589,578,"MRB-POC15","MRB07","TRBI","crab","Trapezia bidentata","species","5.5","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4051",590,579,"MRB-POC15","MRB07","TRBI","crab","Trapezia bidentata","species","5","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4052",643,633,"MRB-POC16","MRB07","TRBI","crab","Trapezia bidentata","species","3.5","carapace_width","","","clove","Unknown Crab 94","certain","","","y","3-Nov","AP","AP","trapezid, possibly bidentata?","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4053",644,634,"MRB-POC16","MRB07","TRBI","crab","Trapezia bidentata","species","7.1","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4054",655,645,"MRB-POC17","MRB08","TRBI","crab","Trapezia bidentata","species","11.5","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4055",656,646,"MRB-POC17","MRB08","TRBI","crab","Trapezia bidentata","species","10.1","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4056",674,664,"MRB-POC18","MRB08","TRBI","crab","Trapezia bidentata","species","9.9","carapace_width","","","clove","","certain","kaitlyn #3017","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4057",675,665,"MRB-POC18","MRB08","TRBI","crab","Trapezia bidentata","species","8.8","carapace_width","","","clove","","certain","kaitlyn #3018","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
"4058",708,698,"MRB-POC19","MRB09","TRBI","crab","Trapezia bidentata","species","6","carapace_width","","","clove","","certain","","","","","","","","443875","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Trapezioidea","Trapeziidae","Trapeziinae","Trapezia","Trapezia bidentata"
